id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4968684855756150 ,NsO5qfLye,6165565607,爱上夜行的乔乔,新车试驾视频很酷呢//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968684848678770 ,NsO5qfLye,2101096334,试着喜欢你麽,不能错过//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968684799922150 ,NsO5qfLye,2101096334,试着喜欢你麽,回复@hsiuchen0923_848:给力//@hsiuchen0923_848:硬派内核让人充满期待//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,"hsiuchen0923_848,易车大事件",,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968680226818260 ,NsO5qfLye,7505580484,热带鱼爱太阳,这个新车试驾的视频真是太炫酷了//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968798683923410 ,NsRLCgsEO,1652436065,南哥说车,做手机的开汽车发布会，确实比做汽车的开汽车发布会好玩啊！今晚摘星之夜，不仅有极星4新车发布，售价29.99万起，还有手机亮相。#高级玩家极星4#,,,,高级玩家极星4,3,7,0,2023/11/16 20:23,Xiaomi 13,"['https://wx4.sinaimg.cn/large/627e2c61gy1hjx7ldwfl6j22tc1l07wh.jpg', 'https://wx1.sinaimg.cn/large/627e2c61gy1hjx7lfbsy9j235s1s0u0x.jpg', 'https://wx4.sinaimg.cn/large/627e2c61gy1hjx7lghvb5j21s035su0x.jpg', 'https://wx1.sinaimg.cn/large/627e2c61gy1hjx7lhiokqj21s035sqv5.jpg', 'https://wx1.sinaimg.cn/large/627e2c61gy1hjx7pk89hdj22tc1l0x6p.jpg', 'https://wx2.sinaimg.cn/large/627e2c61gy1hjx7sseq8pj22tc1l0hdt.jpg', 'https://wx4.sinaimg.cn/large/627e2c61gy1hjx7yvvvxpj22tc1l0u0x.jpg', 'https://wx4.sinaimg.cn/large/627e2c61gy1hjx7ywd7m9j21jk112qbc.jpg', 'https://wx3.sinaimg.cn/large/627e2c61gy1hjx7yx5uluj21jk2bb4kc.jpg']",,
4968887523476220 ,NsRLCgsEO,7578214993,Ian_YF,极星的视觉，真是简单高级,,,,,0,0,7,2023/11/16 20:23,Xiaomi 13,,,4.9688E+15
4968841802156300 ,NsSTa92Xb,6023887108,后事自走人偶,真是时代变了以前这图都是怀贝拉的现在意思是怀的贝拉但结果而言都是贝极星肚子大了好像又没差,,,,,1,7,0,2023/11/16 23:14,,['https://wx4.sinaimg.cn/large/006zFCdugy1hjxcplh01aj30go0fbwfi.jpg'],,
4968874695460100 ,NsSTa92Xb,5396744803,所以我放弃了为作人类的活动,一个贝极星和一个贝拉可以组成三口之家,,,,,0,0,20,2023/11/16 23:14,,,,4.96884E+15
4961395642205000 ,NpLbe9fCE,1633157160,默默-KG,有点离谱的是，纯电动车海外已经没办法既快又好的做出来了。极星5被爆出沃尔沃已经无法进行下去，转交给吉利进行开发了。沃尔沃挖了一坑，自己都没有跳出来，沃尔沃EX90也是上市再推迟。极星4现在也开始由吉利帮忙开发和测试。瑞典可不要变成英国啊。#微博新知博主##极星2#,,,,"微博新知博主,极星2",12,33,0,2023/10/27 10:06,iPhone 14 Pro Max,,,
4963048471660260 ,NpLbe9fCE,1142384615,两杆大烟枪和三支加兰德,"//@王晓鹏PPG:瑞典肯定是要变成英国的，英国还没有格蕾塔呢，沃尔沃不仅让吉利代为开发EX90,极星4，还有EX30，还有一个更加主流的SUV车款。以后瑞典人就别干活了，躺着宣传素食和环保就行了",,,王晓鹏PPG,,0,0,59,2023/10/27 10:06,iPhone 14 Pro Max,,,4.9614E+15
4962315198006610 ,Nq96nxASX,2482557597,韩国me2day,Giselle#GISELLE1030生日快乐#你是风中热情摇曳的红玫瑰是旷野荒原中最皎洁的白月光是静谧丛林中优雅神秘的精灵是蒸汽波相机里惹人注目的涩谷女孩是舞台上永远的视觉焦点信徒拾起神女的裙摆夜莺追随国王的踪迹万千爱意不愿缄默于口想昭告天地千千万万遍我们绝不厌倦说爱想做为你送来春讯的花信风想要为你编织盛夏的绘空事想做秋日照你前程的神无月想做为你捎去冬令的神奈川雪想要一起去最高最远的地方如今我们欢呼庆祝手碰到一起是名为青春和爱的梦想我们一定会在现在，未来的某个时间见面而这正是相遇的意义不要怕，尽管飞翔，尽管奔跑最深切绵长的爱意会随你去这世界的每一角落不枉此行岁岁年年投稿：@GISELLE_OctThirty文案：,,,GISELLE_OctThirty,GISELLE1030生日快乐,1699,2017,0,2023/10/29 23:00,微博网页版,['https://wx2.sinaimg.cn/large/002I0yDzgy1hjbdcu1lgij61jk2bckjn02.jpg'],,
4962328146346780 ,Nq96nxASX,7132584789,KYKHCL,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962328132455330 ,Nq96nxASX,7132584789,KYKHCL,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327961537890 ,Nq96nxASX,7807545281,狐狸老婆么么,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327519563370 ,Nq96nxASX,7516180027,梨味小屋,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327381935910 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327374595260 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327360703920 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327353099490 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327344447560 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962327331604130 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4961199675673120 ,NpG59nNPX,7754638045,王贝拉星空观测站,ASOUL贝拉【投192稿】密码已破译！拼起来是259，九键输入是贝极星的首字母,,,,,43,0,0,2023/10/26 21:07,ASOUL贝拉超话,['https://wx2.sinaimg.cn/large/008sNFBbgy1hj8yvrvxppj30sg0hgn1b.jpg'],,
4961234951341830 ,NpG59nNPX,7492835799,司河星树,贝极星不可以不开心,,,,,0,0,112,2023/10/26 21:07,ASOUL贝拉超话,,,4.9612E+15
4959344878946080 ,NoTPxBxhE,6437788698,终极学说,恭迎极少回国，不限粉籍不限圈，带#张极名场面创造极#专发此条微博，抽两个宝宝送张极数据组冬日上新装卫衣和围巾一套【已通过超管审核】O抽奖详情,,,,张极 名场面创造极,1288,912,0,2023/10/21 18:17,张极超话,"['https://wx4.sinaimg.cn/large/0071GiVAgy1hj31p7ijoaj30u00u0jvm.jpg', 'https://wx2.sinaimg.cn/large/0071GiVAgy1hj31p7xtpxj30u00u0dk9.jpg']",,
4959416646633840 ,NoTPxBxhE,7830586328,小葡豆饼,沾沾极星好运！恭迎极少回国���#张极名场面创造极#,,,,张极 名场面创造极,0,1,1086,2023/10/21 18:17,张极超话,,,4.95934E+15
4957133188630500 ,NnYiiAdbI,7538423547,rua娃吧官微,#阿rua追星社#广州巡演已经圆满结束啦，意中人们都收到涵极星了嘛～这就为大家准备了涵极星的发型打理和穿衣教程，赶紧学起来吧评论区交作业揪2个意中人送可爱猫咪娃衣转发揪2个没到现场的意中人送涵极星～Lrua娃吧官微的微博视频O抽奖详情,,,,阿rua追星社,148,206,0,2023/10/15 15:48,陈意涵estelle超话,,,
4959047280493070 ,NnYiiAdbI,6221148271,积分宇航员海豚,哦啊�//@rua娃吧官微:恭喜@积分宇航员海豚等2名用户获得【涵极星娃娃一个】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"rua娃吧官微,积分宇航员海豚,微博抽奖平台",,0,0,393,2023/10/15 15:48,陈意涵estelle超话,,,4.95713E+15
4959046680448360 ,NnYiiAdbI,7538423547,rua娃吧官微,恭喜@积分宇航员海豚等2名用户获得【涵极星娃娃一个】。微博官方唯一抽奖工具@微博抽奖平台对本次抽奖进行监督，结果公正有效。公示链接：O网页链接,,,"积分宇航员海豚,微博抽奖平台",,1,3,393,2023/10/15 15:48,陈意涵estelle超话,,,4.95713E+15
4968680175436290 ,NsO5qfLye,7509806543,可爱430分享者,极星4来了，我已经在幻想坐里面的有多少欣喜了,,,,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679945276300 ,NsO5qfLye,5158199827,x茉莉8888,极星首次曝光，颜值真不错,,,,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679594788300 ,NsO5qfLye,7204280893,彤的晴朗life,极星4太好了，非常棒//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679475511570 ,NsO5qfLye,6682162020,不想取名嘞,期待，坐等不见不散//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679412860660 ,NsO5qfLye,7525848185,梦楠最美,那我们就不见不散吧//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679412335750 ,NsO5qfLye,7309256082,美佳很漂亮哟,快点和大家见面好吧//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679408930380 ,NsO5qfLye,7333632259,小雅无敌最可爱,哇塞，我是非常的期待呀//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679402114330 ,NsO5qfLye,5411893114,对慧子好一点,我和闺蜜已经等不及了。//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679337363280 ,NsO5qfLye,7427160834,十八岁的天空886,非常期待了//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968679243515550 ,NsO5qfLye,7449011133,愿棠枳_,真的好期待啊预告片拉满了//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4958656049447460 ,NoBUwDDIo,7754638045,王贝拉星空观测站,ASOUL贝拉「贝小拉下厨plog」,,,,,50,0,0,2023/10/19 20:39,ASOUL贝拉超话,"['https://wx1.sinaimg.cn/large/008sNFBbly1hj0uw28b26j31hc0u0ak2.jpg', 'https://wx4.sinaimg.cn/large/008sNFBbly1hj0uw27bjaj31hc0u0n5z.jpg', 'https://wx2.sinaimg.cn/large/008sNFBbly1hj0uw28i4yj31hc0u0tj3.jpg', 'https://wx4.sinaimg.cn/large/008sNFBbly1hj0uw277snj31hc0u0aip.jpg']",,
4958658368900110 ,NoBUwDDIo,5566676715,一个绝-望的文-盲,宝宝虽然我也想溺爱你但是下次咱们还是吃食堂或者外卖吧，实在不行贝极星轮着给你做饭吃,,,,,0,0,104,2023/10/19 20:39,ASOUL贝拉超话,,,4.95866E+15
4957882550585720 ,NohMX2sn9,6512765246,陈意涵ESTELLE后援会,陈意涵estelle�#陈意涵好像在写我#Heygirl，亲爱的小陈又是一年，又长一岁陪你走过的第五个年头我们对你的祝福依然不变愿你安康，愿你幸福在所有晴朗的日子里开心在所有不对等的天气里晴朗，光芒万丈✨@陈意涵Estelle#陈意涵estelle1017生日快乐#�#陈意涵2023巡演#�#陈意涵跳queencard#O抽奖,,,陈意涵Estelle,"陈意涵好像在写我,陈意涵estelle1017生日快乐,陈意涵2023巡演,陈意涵跳queencard",138,73,0,2023/10/17 17:26,陈意涵estelle超话,"['https://wx4.sinaimg.cn/large/0076KTKKly1hiy9ctwibwj31xt2wmu0x.jpg', 'https://wx3.sinaimg.cn/large/0076KTKKly1hiy9cw76xej31xy2wxnpd.jpg', 'https://wx4.sinaimg.cn/large/0076KTKKly1hiy9cry1q1j324d36g4qq.jpg', 'https://wx3.sinaimg.cn/large/0076KTKKly1hiy9ce8b2uj326c39e1ky.jpg', 'https://wx2.sinaimg.cn/large/0076KTKKly1hiy9ck3lxmj31oi2iohdt.jpg', 'https://wx4.sinaimg.cn/large/0076KTKKly1hiye21f2mvj31cp212e5f.jpg', 'https://wx4.sinaimg.cn/large/0076KTKKly1hiy9cpg9knj327a3atkjm.jpg', 'https://wx1.sinaimg.cn/large/0076KTKKly1hiy9cmx205j329x3ewx6q.jpg', 'https://wx4.sinaimg.cn/large/0076KTKKly1hiye23fapaj31tl2qe7wi.jpg']",,
4957958104156710 ,NohMX2sn9,6140890132,张艺兴等我去看演唱会,#陈意涵好像在写我##陈意涵estelle1017生日快乐#涵极星���我还没有呢涵姐生日快乐以后也会赴约的@陈意涵Estelle,,,陈意涵Estelle,"陈意涵好像在写我,陈意涵estelle1017生日快乐",0,0,244,2023/10/17 17:26,陈意涵estelle超话,,,4.95788E+15
4962327322952620 ,Nq96nxASX,6020118578,udkim_sv,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962326894612180 ,Nq96nxASX,6053071553,Vita的冒险,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962326601795580 ,Nq96nxASX,7436863515,Jellychandesu,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962326471247480 ,Nq96nxASX,7843177526,Done05468,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962326466791180 ,Nq96nxASX,7392377444,wenkio_,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962325913142120 ,Nq96nxASX,7200044551,未名列车,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962325528315410 ,Nq96nxASX,7497232902,我想吃梨la,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962324979648070 ,Nq96nxASX,7851751207,棣帝七许,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962324940588530 ,Nq96nxASX,7507041642,不喜欢香菜的赞,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4962324815021750 ,Nq96nxASX,7798640779,竹竹竹园村-,//@博美饲养员zzz:赠你一团光影，悬挂在窗前，银月弹奏星云，敲响极星，宇宙的小夜曲为你跳动清脆长音，这一夜，星海骤静，长风悬停。我说，你是月亮的第十首诗篇，是月色唯恐不及的人间绝色生日快乐Aeri�,,,博美饲养员zzz,,0,0,14822,2023/10/29 23:00,微博网页版,,,4.96232E+15
4955706531514550 ,Nnnbf6m0l,6556154364,极星Polestar,#极星3#的高清LED前大灯多达130万像素模块，精细调整灯光的光形，最多可避开8个目标，确保最佳照明效果的同时，为你塑造更明亮、更安全的「星」光。「极星·有数」以科技重塑「星」光。L极星Polestar的微博视频,,,,极星3,36,47,0,2023/10/11 17:19,微博视频号,,,
4955800450107150 ,Nnnbf6m0l,2352512430,jenway周,极星这个渲染视频也是极搞笑的拿着dlp的两百万分辨率渲adb展示的效果用两位数分辨率就够了//@章有财和张买买:一个AHB，干得好的还真不多。基本都需要雷达➕摄像头的组合//@吉工大的神:,,,"章有财和张买买,吉工大的神",,0,3,556,2023/10/11 17:19,微博视频号,,,4.95571E+15
4954260369051370 ,NmLyIBYFW,1886672467,叉__叉,米山舞×eva2023新插图,,,,,3837,190,0,2023/10/7 17:33,微博网页版,"['https://wx4.sinaimg.cn/large/70745653ly1hip20js3u8j21kw0uk7d2.jpg', 'https://wx3.sinaimg.cn/large/70745653ly1hip20mo2ovj21040jsgrn.jpg', 'https://wx2.sinaimg.cn/large/70745653ly1hip20jvjqkj21aw2bcdqv.jpg', 'https://wx1.sinaimg.cn/large/70745653ly1hip20k0n6pj21aw2bc1cy.jpg', 'https://wx3.sinaimg.cn/large/70745653ly1hip20k1o7fj21aw2bc4ch.jpg', 'https://wx4.sinaimg.cn/large/70745653ly1hip20jzucij21aw2bcarg.jpg', 'https://wx3.sinaimg.cn/large/70745653ly1hip20k28haj21aw2bc7v0.jpg', 'https://wx3.sinaimg.cn/large/70745653ly1hip20jra09j20p50xj0z1.jpg', 'https://wx4.sinaimg.cn/large/70745653ly1hip20jtx5aj20p50xjahy.jpg']",,
4954307202127260 ,NmLyIBYFW,3150383284,幻光猫猫橙,太美丽了@极星坠落之梦//@Adling:这次的衣服不是模特脸更难穿了！//@F-陷入财政危机://@濑湖内海:宝你笑的像个宝//@_桐原_:,,,"极星坠落之梦,Adling,F-陷入财政危机,濑湖内海,_桐原_",,1,0,6754,2023/10/7 17:33,微博网页版,,,4.95426E+15
4940144740665360 ,NgQlA2N5C,7538145322,托勒密博物馆,【#天文史#——甘德】甘德，战国时期齐国人，著名的天文学家、占星家，中国天文学先驱之一，著有《天文星占》《甘氏四七法》等著作。他所开创的甘氏占星流派对其所处时代和后世都产生了极大影响。他与同时代的石申完成了历史上已知第二早的星表《甘石星经》，仅次于巴比伦星表，比希腊天文学家喜帕恰斯完成的西洋第一份星表还早了二百多年。他发现了火星和金星的逆行现象，还提出了行星会合周期（连续两个早晨星现东方的时间间隔）概念。早在公元前4世纪中叶，甘德就观测到了木星最亮的卫星“木卫二”，比伽利略在1610年的发现早了二千多年。�图片信息：图片1：甘德画像图片2：甘德所著《甘石星经》部分#天文学家##天文##甘石星经##甘,,,,"天文史,天文学家,天文,甘石星经,甘德",35,9,0,2023/8/29 18:42,iPad Pro,"['https://wx4.sinaimg.cn/large/008e9hX4ly1hhdsuyr5poj30b40h4t9p.jpg', 'https://wx4.sinaimg.cn/large/008e9hX4ly1hhdsuz4iu5j31eo120q97.jpg']",,
4953631587568890 ,NgQlA2N5C,5338593157,家兔杜花生,//@山岔壑人:说【比希腊天文学家喜帕恰斯完成的西洋第一份星表还早了二百多年】，这话似乎没错，问题是喜帕恰斯星表之首席星座极星勾陈一的黄纬66度所对应的天象年代实际是公元1206年之后的天象，与喜帕恰斯年代不符，此问题该当何解？这是地球村天文学家不应回避的问题！期待权威的解读！！！,,,山岔壑人,,0,0,18,2023/8/29 18:42,iPad Pro,,,4.94014E+15
4953626239306140 ,NgQlA2N5C,1678625341,lsmzcty,//@山岔壑人:说【比希腊天文学家喜帕恰斯完成的西洋第一份星表还早了二百多年】，这话似乎没错，问题是喜帕恰斯星表之首席星座极星勾陈一的黄纬66度所对应的天象年代实际是公元1206年之后的天象，与喜帕恰斯年代不符，此问题该当何解？这是地球村天文学家不应回避的问题！期待权威的解读！！！,,,山岔壑人,,0,0,18,2023/8/29 18:42,iPad Pro,,,4.94014E+15
4968679074697120 ,NsO5qfLye,2280804511,BomFengxxx,一起见证新的突破了啊//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678983995430 ,NsO5qfLye,7593327621,思伊姐姐-,11月16日摘星之夜，期待与你一同见证！//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678967478650 ,NsO5qfLye,7746475869,霓虹无止尽,手握日月摘星辰，极星4代我看行,,,,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678800492910 ,NsO5qfLye,7355770594,风中没有承诺VI,好的一起期待//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678688817700 ,NsO5qfLye,7844278033,穿越时空之女,这个新车试驾好酷啊！//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678441354890 ,NsO5qfLye,5617697154,龙龙pw,期待着极星4登场！//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678246582590 ,NsO5qfLye,7501988876,小甜不然呢,这次预告真的让我刮目相看哦//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678158240850 ,NsO5qfLye,7798495876,vlaniii,//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678137792310 ,NsO5qfLye,5505571228,拾光阿,极星4硬派内核//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4968678128091680 ,NsO5qfLye,5957490581,冯晓玉YXF,这次真的给我惊喜啊//@易车大事件:极星4即将登场！极限反重力挑战打破常规，11月16日摘星之夜，期待与你一同见证！,,,易车大事件,,0,0,315,2023/11/16 11:00,微博视频号,,,4.96866E+15
4952479643469550 ,Nm1eAeyAu,7775919526,祝圣薯饼,自天幕垂落的星星,,,,,43,7,0,2023/10/2 19:37,微博网页版,['https://wx3.sinaimg.cn/large/008ueXSSly1hih54vv90qj315o0u04qp.jpg'],,
4952488471170540 ,Nm1eAeyAu,7447884759,玄玄圆圆圈圈,//@·暝忆深潭月:白夜极星�,,,·暝忆深潭月,,0,0,64,2023/10/2 19:37,微博网页版,,,4.95248E+15
